lyrics,artist
And ask me if I'm alright,rihanna
"Nigga, is you blind?",rihanna
"Like a bullet, your love hit me to the core",rihanna
I was flying 'til you knocked me to the floor,rihanna
And it's so foolish how you keep me wanting more,rihanna
"I'm screaming murderer, how could you murder us?",rihanna
"I call it murder, no love allowed",rihanna
"Yeah, yeah, yeah, yeah, yeah, yeah",rihanna
"Oh yeah, yeah, yeah, yeah, yeah, yeah",rihanna
"Yeah, yeah, yeah, yeah, yeah, yeah",rihanna
Usually I'm the one that they cry for,rihanna
"But this man, he's the one that I'd die for",rihanna
Mama said there's no 'cause for a rebel,rihanna
Do you hear me now?,rihanna
"No love, no love, no love allowed",rihanna
"Like a bullet, your love hit me to the core",rihanna
I was flying 'til you knocked me to the floor,rihanna
And it's so foolish how you keep me wanting more,rihanna
"I'm screaming murderer, how could you murder us?",rihanna
"I call it murder, no love allowed",rihanna
"I'm screaming murderer, how could you murder us?",rihanna
"I call it murder, no love allowed",rihanna
<|endoftext|>,rihanna
"Come, Mr. DJ, song pon de replay",rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
All the gyal pon the dancefloor wantin' some more what,rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
"Come, Mr. DJ, song pon de replay",rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
All the gyal pon the dancefloor wantin' some more what,rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
"It goes one by one, even two by two",rihanna
"Everybody on the floor, let me show you how we do",rihanna
"Let's go, dip it low, then you bring it up slow",rihanna
"Wind it up one time, wind it back once more",rihanna
"Come run, run, run, run",rihanna
"Everybody move, run",rihanna
Lemme see you move and rock it 'til the groove done,rihanna
Shake it 'til the moon becomes the sun (Sun),rihanna
"Everybody in the club, give me a run (Run)",rihanna
If you ready to move say it (Yeah),rihanna
"One time for your mind say it (Yeah, yeah)",rihanna
"Well, I'm ready for ya",rihanna
Come let me show ya,rihanna
"You want to groove, I'mma show you how to move",rihanna
Come,rihanna
"Come, Mr. DJ, song pon de replay",rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
All the gyal pon the dancefloor wantin' some more what,rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
"Come, Mr. DJ, song pon de replay",rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
All the gyal pon the dancefloor wantin' some more what,rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
"Hey, Mister",rihanna
"Please, Mr. DJ",rihanna
Tell me if you hear me,rihanna
"Turn the music up (Hey, Mister)",rihanna
"Hey, Mister",rihanna
"Please, Mr. DJ",rihanna
Tell me if you hear me,rihanna
Turn the music up,rihanna
"It goes one by one, even two by two",rihanna
Everybody in the club gon' be rockin' when I'm through,rihanna
Let the bass from the speakers run through ya sneakers,rihanna
Move both ya feet and run to the beat,rihanna
"Come run, run, run, run",rihanna
"Everybody move, run",rihanna
Lemme see you move and rock it 'til the groove done,rihanna
Shake it 'til the moon becomes the sun (Sun),rihanna
Everybody in the club give me a run (Run),rihanna
If you ready to move say it (Yeah),rihanna
"One time for your mind say it (Yeah, yeah)",rihanna
"Well, I'm ready for ya",rihanna
Come let me show ya,rihanna
"You want to groove, I'mma show you how to move",rihanna
"Come, Mr. DJ, song pon de replay",rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
All the gyal pon the dancefloor wantin' some more what,rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
"Come, Mr. DJ, song pon de replay",rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
All the gyal pon the dancefloor wantin' some more what,rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
"Hey, Mister (Hey, Mister)",rihanna
"Please, Mr. DJ",rihanna
Tell me if you hear me,rihanna
Turn the music up (Turn the music up right now),rihanna
"Hey, Mister (Oh, Mister)",rihanna
"Please, Mr. DJ",rihanna
Tell me if you hear me,rihanna
Turn the music up (Turn the music up right now),rihanna
"Okay, everybody get down if you feel me",rihanna
Put your hands up to the ceiling,rihanna
Everybody get down if you feel me,rihanna
Come and put your hands up to the ceiling,rihanna
Everybody get down if you feel me,rihanna
Put your hands up to the ceiling,rihanna
Everybody get down if you feel me,rihanna
Come and put your hands up to the ceiling,rihanna
"Come, Mr. DJ, song pon de replay (Come, Mr. DJ, song pon",rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
All the gyal pon the dancefloor wantin' some more what,rihanna
(All the gyal pon the dancefloor),rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
"Come, Mr. DJ, song pon de replay (Hey Mr. DJ, boy)",rihanna
"Hey Mr. DJ, won't you turn the music up?",rihanna
All the gyal pon the dancefloor wantin' some more what,rihanna
"Come, Mr. DJ, won't you turn the music up?",rihanna
<|endoftext|>,rihanna
I see you walk,rihanna
"I hear you, boy",rihanna
I see you walk,rihanna
"Love it, then come and get it",rihanna
I know that ya fuckin' with it,rihanna
"Ya see me, ya like it, huh?",rihanna
"Heels Givenchy, huh?",rihanna
"Love it, then play it back",rihanna
Plus where the 40 at?,rihanna
I'm fucking ya cheap trill,rihanna
On top of my 50 mill,rihanna
We eating the cake killa,rihanna
"Own it, but don't kill her",rihanna
My jewelers are diamond rollers,rihanna
"My rock, chinchilla",rihanna
Some more for the fun,rihanna
I'm rolling like rockstars,rihanna
I got 50 muthafuckers in my watch,rihanna
With my bandz out,rihanna
Phresh out the runway,rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh, phresh out the runway",rihanna
Phre-phre-phresh out the runway,rihanna
"Bitch, I'm phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
Phresh out the runway,rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
Phre-phre-phresh out the runway,rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
Phresh out phresh out hold up,rihanna
"Venus, I'm out at coast",rihanna
My bitches don't know,rihanna
Fuck with her,rihanna
My designer drip to the fucking flo',rihanna
Be out in that,rihanna
They like 'em in all them honey stuffs,rihanna
Monas are rolling loudies,rihanna
And my bitches so Bulgari,rihanna
Bodies of Ducatis,rihanna
Do what the fuck you want,rihanna
I bet you niggas gon' be like,rihanna
"""Bitch, this my fucking song""",rihanna
How could you be so hood?,rihanna
But you so fucking pop?,rihanna
How could you be so fun,rihanna
And sound like you selling rocks?,rihanna
What's in the ching dollaz'?,rihanna
What's in my chain dollaz'?,rihanna
All of the bank dollars,rihanna
Got change for small dollars,rihanna
Everything plain dollars,rihanna
I was in the back line,rihanna
I'm standing in the bank line,rihanna
You throwing up the gang sign,rihanna
Phresh out the runway,rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
Phre-phre-phresh out the runway,rihanna
"Bitch, I'm phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
Phresh out the runway,rihanna
"Phresh out, phresh out the runway (I see you walk)",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway (I hear you, boy)",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out, hold up",rihanna
I bet you wanna know what my crew about,rihanna
You really wanna know how we get down,rihanna
"Walk up in this bitch like we own this, ho",rihanna
"Own this hoe, like we own this ho",rihanna
I bet you wanna know what I'm all about,rihanna
You really wanna know how I get down,rihanna
Walk up in this bitch like I own the ho,rihanna
I own a ho,rihanna
Phresh out the runway,rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh, phresh out the runway",rihanna
Phre-phre-phresh out the runway,rihanna
"Bitch, I'm phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh, phresh out the runway",rihanna
"Phresh out, phresh, phresh, phresh, phresh",rihanna
Phresh out the runway,rihanna
"Phresh out, phresh out the runway (I see you walk)",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway (I hear you, boy)",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out, hold up",rihanna
-nway,rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out the runway",rihanna
Phre-phre-phresh out the runway,rihanna
"Phresh out, phresh out the runway (dup-dup-dup-dup)",rihanna
"Phresh out, phresh out the runway",rihanna
"Phresh out, phresh out",rihanna
"Phre-phresh out, phre-phresh out the runway",rihanna
<|endoftext|>,rihanna
"Yeah, yeah, yeah (Yeah, yeah, yeah)",rihanna
"Yeah, yeah, yeah (Oh, yeah, yeah, yeah)",rihanna
Ah yeah yeah yeah (Yeah yeah yeah),rihanna
"Ah yeah, ah yeah, ah yeah, yeah",rihanna
"Ah yeah, ah yeah, ah yeah, yeah",rihanna
"They can say whatever, I'ma do whatever",rihanna
"No pain is forever, yup! You know this",rihanna
"Tougher than a lion, ain't gon' needa try it",rihanna
"I live where the sky ends, yup! You know this",rihanna
"Never lying, truth-teller",rihanna
That Rihanna reign just won't let up,rihanna
"All-black on, blacked-out shades (Shades)",rihanna
Blacked-out Maybach,rihanna
I'ma rock this shit like fashion,rihanna
"As in, going 'til they say stop (Hold up)",rihanna
And my runway never looked so clear,rihanna
But the hottest bitch in heels right here (Here),rihanna
No fear,rihanna
And while you're getting your cry on,rihanna
I'm getting my fly on,rihanna
"Sincere, I see you aiming at my pedestal",rihanna
I better let you know,rihanna
"That I, I, I, I'm so hard (So hard)",rihanna
"Yeah, yeah, yeah, I'm so hard (Too hard)",rihanna
"That I, I, I, I'm so hard (So hard)",rihanna
"Yeah, yeah, yeah, I'm so hard (Too hard)",rihanna
"That I, I, I, I'm so hard (So hard)",rihanna
"Yeah, yeah, yeah, I'm so hard (Too hard)",rihanna
"So hard, so hard, so hard, so hard",rihanna
"(Yeah, yeah, yeah)",rihanna
That Rihanna reign just don't let up,rihanna
"(Yeah, yeah, yeah)",rihanna
That Rihanna reign just don't let up,rihanna
"(Yeah, yeah, yeah)",rihanna
That Rihanna reign just don't let up,rihanna
"So hard, so hard",rihanna
"So hard, so hard",rihanna
"All up on it, know you wanna clone it",rihanna
"Ain't like me, that chick too phony",rihanna
"Ride this beat, beat, beat like a pony",rihanna
"Meet me at the top, top, top, getting lonely",rihanna
Who think they test me now,rihanna
"Run through your town, I'll shut it down",rihanna
"Brilliant, resilient",rihanna
Fan mail from 27 million,rihanna
"And I want it all, it's gonna take more than that",rihanna
"Hope that ain't all you got, I need it all",rihanna
"The money, the fame, the cars, the clothes",rihanna
I can't just let you run up on me like that,rihanna
"All on me like that, yeah",rihanna
I see you aiming at my pedestal,rihanna
So I think I gotta let you know,rihanna
"That I, I, I, I'm so hard (So hard)",rihanna
"Yeah, yeah, yeah, I'm so hard (Too hard)",rihanna
"That I, I, I, I'm so hard (So hard)",rihanna
"Yeah, yeah, yeah, I'm so hard (Too hard)",rihanna
"That I, I, I, I'm so hard (So hard)",rihanna
"Yeah, yeah, yeah, I'm so hard (Too hard)",rihanna
"So hard, so hard, so hard, so hard",rihanna
"Go hard or go home, back to your residence",rihanna
Soon as the Red Dogs give the block back to the president,rihanna
I used to run my whole block like Obama and them,rihanna
"You ain't gotta believe me, go ask my momma and them",rihanna
"Couldn't even come in my room, smelled like a kilo",rihanna
Look like me and two of my boys playing casino,rihanna
"Count the style I keep in my bag, they can't afford it",rihanna
"Tell 'em ""give me back my swag!"" They tryna clone it",rihanna
"See my Louis chucks, Louis flag, Louis frames, Louis belt",rihanna
"What that make me, ""Louis Mane""?",rihanna
I'm in the all-white party wearing all black,rihanna
"With my new black watch, call it the heart attack",rihanna
"Cardiac arrest, Carti'ac a wrist",rihanna
"Yeah, they say they hard, they ain't hard as this",rihanna
Hard: the one word describes me,rihanna
"If I wasn't doing this, you know where I'd be",rihanna
Where them girls talking trash? Where them girls talking,rihanna
Where they at? Where they at? Where they at?,rihanna
Where them bloggers at? Where them bloggers at?,rihanna
Where they at? Where they at? Where they at?,rihanna
Where your lighters at? Where your lighters at?,rihanna
Where they at? Where they at? Where they at?,rihanna
"I'm so hard, I'm so hard, I'm so hard, I'm so hard",rihanna
"That I, I, I, I'm so hard",rihanna
"Yeah, yeah, yeah, I'm so hard",rihanna
"That I, I, I, I'm so hard (So hard)",rihanna
"Yeah, yeah, yeah, I'm so hard (Too hard)",rihanna
"So hard, so hard",rihanna
"So hard, so hard",rihanna
"That I, I, I",rihanna
<|endoftext|>,rihanna
"(One, two) We takin' shots in here, you want one?",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
Cheers to the freakin' weekend,rihanna
"I drink to that, yeah, yeah",rihanna
"Oh, let the Jameson sink in",rihanna
"I drink to that, yeah, yeah",rihanna
Don't let the bastards get you down,rihanna
Turn it around with another round,rihanna
There's a party at the bar,rihanna
"Everybody, put your glasses up and I drink to that",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
I drink to that,rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
Life's too short to be sitting 'round miserable,rihanna
"And people gon' talk whether you doing bad or good, yeah",rihanna
"Got a drink on my mind and my mind on my money, yeah",rihanna
"Looking so bomb, gonna find me a honey",rihanna
"Got my Ray-Bans on and I'm feeling hella cool tonight, ye",rihanna
"Everybody's vibing, so don't nobody start a fight, yeah",rihanna
Cheers to the freakin' weekend,rihanna
"I drink to that, yeah, yeah",rihanna
"Oh, let the Jameson sink in",rihanna
"I drink to that, yeah, yeah",rihanna
Don't let the bastards get you down,rihanna
Turn it around with another round,rihanna
There's a party at the bar,rihanna
"Everybody, put your glasses up and I drink to that",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
I drink to that,rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"'Bout to hop on the bar, put it all on my card tonight, y",rihanna
"Might be mad in the morning, but you know we goin' hard t",rihanna
"It's getting Coyote Ugly up in here, no Tyra",rihanna
"It's only up from here, no downward spiral",rihanna
"Got my Ray-Bans on and I'm feeling hella cool tonight, ye",rihanna
"Everybody's vibing, so don't nobody start a fight, yeah",rihanna
Cheers to the freakin' weekend,rihanna
"I drink to that, yeah, yeah",rihanna
"Oh, let the Jameson sink in",rihanna
"I drink to that, yeah, yeah",rihanna
Don't let the bastards get you down,rihanna
Turn it around with another round,rihanna
There's a party at the bar,rihanna
"Everybody, put your glasses up and I drink to that",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
I drink to that,rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
And I drink to that,rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
I drink to that,rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
Cheers to the freaking weekend,rihanna
"I drink to that, yeah, yeah",rihanna
"Oh, let the Jameson sink in",rihanna
"I drink to that, yeah, yeah",rihanna
Don't let the bastards get you down,rihanna
Turn it around with another round,rihanna
There's a party at the bar,rihanna
"Everybody, put your glasses up and I drink to that",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
I drink to that,rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
And I drink to that,rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
I drink to that,rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
"(Yeah, yeah, yeah, yeah, yeah, yeah)",rihanna
And I drink to that,rihanna
<|endoftext|>,rihanna
"Yeah, yeah",rihanna
"Yeah, yeah",rihanna
That's how much I love you (Yeah),rihanna
"That's how much I need you (Yeah, yeah, yeah)",rihanna
And I can't stand you,rihanna
Must everything you do make me wanna smile,rihanna
Can I not like you for awhile? (No),rihanna
But you won't let me,rihanna
"You upset me, girl",rihanna
And then you kiss my lips,rihanna
All of a sudden I forget (That I was upset),rihanna
Can't remember what you did,rihanna
But I hate it...,rihanna
You know exactly what to do,rihanna
So that I can't stay mad at you,rihanna
"For too long, that's wrong",rihanna
But I hate it,rihanna
You know exactly how to touch,rihanna
So that I don't wanna fuss and fight no more,rihanna
Said I despise that I adore you,rihanna
"And I hate how much I love you, boy (Yeah)",rihanna
I can't stand how much I need you (I need you),rihanna
"And I hate how much I love you, boy (Oh, whoa)",rihanna
But I just can't let you go,rihanna
And I hate that I love you so (Oh),rihanna
You completely know the power that you have (Power that y,rihanna
The only one makes me laugh (Makes me laugh),rihanna
Said it's not fair,rihanna
How you take advantage of the fact,rihanna
That I... (I),rihanna
Love you beyond the reason why (Why),rihanna
"And it just ain't right, oh",rihanna
"And I hate how much I love you, girl (Ooh)",rihanna
I can't stand how much I need you (Yeah),rihanna
"And I hate how much I love you, girl",rihanna
But I just can't let you go (Ooh),rihanna
But I hate that I love you so,rihanna
"One of these days, maybe your magic won't affect me (Hmm)",rihanna
And your kiss won't make me weak,rihanna
But no one in this world knows me the way you know me,rihanna
So you'll probably always have a spell on me,rihanna
Yeah,rihanna
"Ooh, oh, oh",rihanna
"Yeah, yeah, yeah, yeah, yeah, yeah",rihanna
That's how much I love you,rihanna
How much as I need you,rihanna
How much I need you,rihanna
How much I love you,rihanna
That's how much I love you,rihanna
"Oh, I need you",rihanna
That's how much I need you,rihanna
I need you,rihanna
And I hate that I love you so,rihanna
"And I hate how much I love you, boy",rihanna
I can't stand how much I need you,rihanna
(I can't stand how much I need you),rihanna
"And I hate how much I love you, boy (Yeah)",rihanna
But I just can't let you go,rihanna
"(But I just can't let you go, no)",rihanna
And I hate that I love you so (Ooh),rihanna
"And I hate that I love you so, so",rihanna
<|endoftext|>,rihanna
"I've been everywhere, man, looking for someone",rihanna
"Someone who can please me, love me all night long",rihanna
"I've been everywhere, man, looking for you, babe",rihanna
"Looking for you, babe, searching for you, babe",rihanna
Where have you been?,rihanna
'Cause I never see you out,rihanna
"Are you hiding from me, yeah?",rihanna
"Somewhere in the crowd, oh",rihanna
Where have you been?,rihanna
"All my life, all my life",rihanna
Where have you been all my life?,rihanna
Where have you been all my life?,rihanna
Where have you been all my life?,rihanna
Where have you been all my li—,rihanna
"I've been everywhere, man, looking for someone",rihanna
"Someone who can please me, love me all night long",rihanna
"I've been everywhere, man, looking for you, babe",rihanna
"Looking for you babe, searching for you baby",rihanna
Where have you been?,rihanna
'Cause I never see you out,rihanna
"Are you hiding from me, yeah?",rihanna
"Somewhere in the crowd, oh",rihanna
Where have you been?,rihanna
"All my life, all my life",rihanna
Where have you been all my life?,rihanna
Where have you been all my life?,rihanna
Where have you been all my life?,rihanna
Where have you been all my li-i-i-i-ife?,rihanna
Where have you been all my li-i-i-i—?,rihanna
Y-You,rihanna
Y-You,rihanna
Y-You,rihanna
You can have me all you want,rihanna
"Any way, any day",rihanna
Just show me where you are tonight,rihanna
"Oh yeah, yeah, yeah, oh",rihanna
"I've been everywhere, man, looking for someone",rihanna
"Someone who can please me, love me all night long",rihanna
"I've been everywhere, man, looking for you, babe",rihanna
"Looking for you, babe, searching for you, babe",rihanna
<|endoftext|>,rihanna
Won’t say a thing,rihanna
About the way you love me,rihanna
"Except for, I like the way",rihanna
I love the way you touch me,rihanna
"If I toot it, leave it tooted up",rihanna
"Then I drop it, drop it",rihanna
Till ya making faces,rihanna
And look like you wanna,rihanna
Tell me stop it,rihanna
"Imma do it, do it, do it",rihanna
Till you can't take no more,rihanna
Till my lipstick ain't up on my face no more,rihanna
I’mma do it do it do it,rihanna
"On the bed, on the floor, on the couch",rihanna
Only 'cause your lips ain't make it to my mouth,rihanna
Just because I can’t kiss back,rihanna
Doesn’t mean you can’t kiss that,rihanna
"Oh, baby, baby, just like that",rihanna
"Slow, baby, baby, just like that",rihanna
"Oh, baby, baby, turn me out",rihanna
"Oh, baby, baby, it's your turn now",rihanna
"It’s your turn now, it’s your turn now",rihanna
"It’s your turn now, it’s your turn now",rihanna
"Watch and learn now, watch and learn how",rihanna
"Watch and learn now, eh-eh-eh-eh",rihanna
"Oh, baby, baby",rihanna
"Oh, baby, baby",rihanna
"If you learn now, if you learn now",rihanna
"If you learn how, I’ll stay",rihanna
Don’t ask me if,rihanna
You were the first to sleep here,rihanna
"'Cause if he did, you wouldn’t even be here",rihanna
"If I toot it, leave it tooted up",rihanna
"Then I drop it, drop it",rihanna
Till ya making faces,rihanna
And look like you wanna,rihanna
Tell me stop it,rihanna
"Imma do it, do it, do it",rihanna
Till you can't take no more,rihanna
Till my lipstick ain't up on my face no more,rihanna
I’mma do it do it do it,rihanna
"On the bed, on the floor, on the couch",rihanna
Only 'cause your lips ain't make it to my mouth,rihanna
Just because I can’t kiss back,rihanna
Doesn’t mean you can’t kiss that,rihanna
"Oh, baby, baby, just like that",rihanna
"Slow, baby, baby, just like that",rihanna
"Oh, baby, baby, turn me out",rihanna
"Oh, baby, baby, it's your turn now",rihanna
"It’s your turn now, it’s your turn now",rihanna
"It’s your turn now, it’s your turn now",rihanna
"Watch and learn now, watch and learn how",rihanna
"Watch and learn now, eh-eh-eh-eh",rihanna
"Oh, baby, baby",rihanna
"Oh, baby, baby",rihanna
"If you learn now, if you learn now",rihanna
"If you learn how, I’ll stay",rihanna
"(Oh) Come put my love against your kiss (Oh, na-na-na)",rihanna
"La-la-la, just like this",rihanna
"Na-na, don’t be shy",rihanna
"Baby, all I need",rihanna
"Oh, do it on me",rihanna
Like you aim to please,rihanna
Show me how much you mean it,rihanna
"By the way you please me, baby",rihanna
I’mma do it do it do it,rihanna
"On the bed, on the floor, on the couch",rihanna
Only 'cause your lips ain't make it to my mouth,rihanna
Just because I can’t kiss back,rihanna
Doesn’t mean you can’t kiss that,rihanna
"Oh, baby, baby, just like that",rihanna
"Slow, baby, baby, just like that",rihanna
"Oh, baby, baby, turn me out",rihanna
"Oh, baby, baby, it's your turn now",rihanna
"It’s your turn now, it’fs your turn now",rihanna
"It’s your turn now, it’s your turn now",rihanna
"Watch and learn now, watch and learn how",rihanna
"Watch and learn now, eh-eh-eh-eh",rihanna
"Oh, baby, baby",rihanna
"Oh, baby, baby",rihanna
"If you learn now, if you learn now",rihanna
"If you learn how, I’ll stay (Stay, stay, stay, stay)",rihanna
<|endoftext|>,rihanna
I've been lookin' for a driver who is qualified,rihanna
"So if you think that you're the one, step into my ride",rihanna
I'm a fine-tuned supersonic speed machine,rihanna
With a sunroof top and a gangsta lean,rihanna
"So if you feel me, let me know, know, know",rihanna
"Come on now, what you waitin' for, for, for?",rihanna
"My engine's ready to explode, explode, explode",rihanna
"So start me up and watch me go, go, go, go",rihanna
"Get you where you wanna go, if you know what I mean",rihanna
Got a ride that's smoother than a limousine,rihanna
Can you handle the curves? Can you run all the lights?,rihanna
"If you can, baby boy, then we can go all night",rihanna
‘Cause I'm 0 to 60 in three point five,rihanna
"Baby, you got the keys",rihanna
"Now shut up and drive (Drive, drive, drive)",rihanna
"Shut up and drive (Drive, drive, drive)",rihanna
I've got class like a '57 Cadillac,rihanna
Got overdrive with a whole lot of boom in the back,rihanna
You look like you can handle what's under my hood,rihanna
"You keep saying that you will, boy, I wish you would",rihanna
"So if you feel me, let me know, know, know",rihanna
"Come on now, what you waitin' for, for, for",rihanna
"My engine's ready to explode, explode, explode",rihanna
"So start me up and watch me go, go, go, go",rihanna
"Get you where you wanna go, if you know what I mean",rihanna
Got a ride that's smoother than a limousine,rihanna
Can you handle the curves? Can you run all the lights?,rihanna
"If you can, baby boy, then we can go all night",rihanna
‘Cause I'm 0 to 60 in three point five,rihanna
"Baby, you got the keys",rihanna
"Now shut up and drive (Drive, drive, drive)",rihanna
"Shut up and drive (Drive, drive, drive)",rihanna
"‘Cause your Maybach, ain't got what I got (Get it, get it",rihanna
"Don't stop, it's a sure shot",rihanna
"And your Ferrari, huh boy, I'm sorry",rihanna
"I ain't even worried, so step inside and ride",rihanna
"(Ride, ride, ride, ride, ride, ride, ride, ride, ride, ri",rihanna
"So if you feel me, let me know, know, know",rihanna
"Come on now, what you waitin' for, for, for",rihanna
"My engine's ready to explode, explode, explode",rihanna
"So start me up and watch me go, go, go, go",rihanna
"Get you where you wanna go, if you know what I mean",rihanna
Got a ride that's smoother than a limousine,rihanna
Can you handle the curves? Can you run all the lights?,rihanna
"If you can, baby boy, then we can go all night",rihanna
‘Cause I'm 0 to 60 in three point five,rihanna
"Baby, you got the keys",rihanna
"Now shut up and drive (Drive, drive, drive)",rihanna
"Shut up and drive (Drive, drive, drive)",rihanna
"Shut up and drive (Drive, drive, drive)",rihanna
"Shut up and drive (Drive, drive, drive, drive, drive, dri",rihanna
<|endoftext|>,rihanna
Turn your face towards the sun,rihanna
Let the shadows fall behind you,rihanna
"Don't look back, just carry on",rihanna
And the shadows will never find you,rihanna
Turn your face towards the sun,rihanna
Let the shadows fall behind you,rihanna
"Don't look back, just carry on",rihanna
And the shadows will never find you,rihanna
Lost in the rock and roll,rihanna
Got lost in a promise of a love I'd never know (Ooh),rihanna
Shadows chased me far from home,rihanna
I remember when my heart was filled with gold (Ooh),rihanna
And you know,rihanna
"I've been burned, I've been burned, I've been burned",rihanna
You've seen me lose control,rihanna
"It's not worth, it's not worth, it's not worth my soul",rihanna
Turn your face towards the sun,rihanna
Let the shadows fall behind you,rihanna
"Don't look back, just carry on",rihanna
And the shadows will never find you,rihanna
Lost my faith and trust,rihanna
You and I know gold don't turn to rust (Ooh-ooh),rihanna
I still swear that we can reign,rihanna
Like the kings and queens of better yesterdays (Ooh-ooh),rihanna
Don't you know,rihanna
"I've been burned, I've been burned, I've been burned",rihanna
You've seen me lose control,rihanna
"It's not worth, it's not worth, it's not worth my soul",rihanna
Turn your face towards the sun,rihanna
Let the shadows fall behind you,rihanna
"Don't look back, just carry on",rihanna
And the shadows will never find you,rihanna
Where you gonna go?,rihanna
Where you gonna go?,rihanna
"Where you gonna run to, when you get to the edge of the n",rihanna
"Its time you face the sky, ooh",rihanna
Turn your face towards the sun,rihanna
Let the shadows fall behind you,rihanna
"Don't look back, just carry on",rihanna
And the shadows will never find you,rihanna
Turn your face towards the sun,rihanna
Let the shadows fall behind you,rihanna
"Don't look back, just carry on",rihanna
And the shadows will never find you,rihanna
Turn your face towards the sun,rihanna
Let the shadows fall behind you,rihanna
<|endoftext|>,rihanna
"La-la-la, la-la-la, la-la-la-la-la, oh",rihanna
"(You know, I've never felt like this before) Oh, oh",rihanna
"La-la-la, la-la-la, la-la-la-la-la, oh",rihanna
"(This feeling's like... so real) Oh, oh",rihanna
I'm obsessive when just one thought of you comes up,rihanna
"And I'm aggressive, just one thought ain't close enough",rihanna
"You got me stressin', incessantly pressin' the issue",rihanna
"'Cause every moment gone, you know I miss you",rihanna
I'm the question and you're of course the answer,rihanna
"Just hold me close boy, 'cause I'm your tiny dancer",rihanna
"You make me shaken, I'm never mistaken",rihanna
"But I can't control myself, got me callin' out for help",rihanna
